Mark,Sex,Fish_ID,Tank,Treatment_Tank,Weight(g),Fish_Length_cm,BMI,K Index,Date,Week,Age_Days,Notes
Bla.Bro,male,a7142,HA_T2,Treatment,0.466,3.53,0.037396978,,,8,168,
Pur._,male,a7167,HA_T2,Treatment,0.378,3.272,0.035307357,,,8,168,
Red.Pur,female,a7222,HA_T2,Treatment,0.652,3.57,0.051157718,,,8,168,
Bro.Blu,male,a7251,HA_T2,Treatment,0.4,3.194,0.039209397,,,8,168,
Pin.Blu,female,a7288,HA_T2,Treatment,0.712,3.643,0.053649002,,,8,168,
Whi.Pin,male,a7375,HA_T2,Treatment,0.405,3.167,0.04037931,,,8,168,
Ora.Yel,male,a7411,HA_T2,Treatment,0.421,3.667,0.031308357,,,8,168,
Blu.Bla,male,a7461,HA_T2,Treatment,0.402,3.252,0.038012373,,,8,168,
Red._,female,a7495,HA_T2,Treatment,0.406,3.164,0.04055581,,,8,168,
Red.Red,male,a7570,HA_T2,Treatment,0.517,3.754,0.036686139,,,8,168,
Bla.Pin,female,a7604,HA_T2,Treatment,0.597,3.631,0.045281607,,,8,168,
Whi.Bro,female,a7649,HA_T2,Treatment,0.589,3.77,0.041441226,,,8,168,
Gre.Blu,female,a7684,HA_T2,Treatment,0.822,3.687,0.060467991,,,8,168,
Bro.Gre,male,a7724,HA_T2,Treatment,0.429,3.415,0.036785433,,,8,168,
Whi._,female,a8050,HA_T2,Treatment,0.758,3.776,0.05316248,,,8,168,
Yel.Gre,female,a8067,HA_T2,Treatment,0.706,3.63,0.053578611,,,8,168,
Ora.Pur,female,a8071,HA_T2,Treatment,0.671,3.399,0.058079142,,,8,168,
Bla.Blu,male,a6808,HA_T3,Treatment,0.407,3.283,0.037761796,,,8,168,
Pin.Pur,male,a6842,HA_T3,Treatment,0.446,3.426,0.037997948,,,8,168,
Blu.Pin,male,a6882,HA_T3,Treatment,0.463,3.42,0.03958483,,,8,168,
Yel.Pin,male,a6996,HA_T3,Treatment,0.48,3.712,0.034835761,,,8,168,
Gre.Gre,female,a7019,HA_T3,Treatment,0.673,3.33,0.060691322,,,8,168,
Red.Bro,male,a7045,HA_T3,Treatment,0.421,3.325,0.038080163,,,8,168,
Red.Bla,female,a7091,HA_T3,Treatment,0.536,3.426,0.045665695,,,8,168,
Bla.Whi,male,a7139,HA_T3,Treatment,0.385,3.365,0.034000914,,,8,168,
Pur.Gre,female,a7160,HA_T3,Treatment,0.704,3.538,0.056241514,,,8,168,
Yel.Whi,female,a7210,HA_T3,Treatment,0.659,3.576,0.05153359,,,8,168,
Bla.Pin,female,a7253,HA_T3,Treatment,0.471,3.346,0.042069663,,,8,168,
Gre.Bro,female,a7296,HA_T3,Treatment,0.542,3.295,0.049921595,,,8,168,
Red.Pur,male,a7325,HA_T3,Treatment,0.356,3.241,0.033891589,,,8,168,
_.Ora,male,a7414,HA_T3,Treatment,0.396,3.531,0.031761408,,,8,168,
_.Blu,female,a7459,HA_T3,Treatment,0.561,3.531,0.044995328,,,8,168,
Ora.Yel,female,a7484,HA_T3,Treatment,0.536,3.624,0.04081205,,,8,168,
Ora.Pin,female,a7556,HA_T3,Treatment,0.656,3.4,0.056747405,,,8,168,
Red.Pin,male,a7566,HA_T3,Treatment,0.349,3.42,0.029838241,,,8,168,
Bla.Red,male,a7610,HA_T3,Treatment,0.263,2.987,0.029477137,,,8,168,
Whi.Whi,female,a7640,HA_T3,Treatment,0.71,3.616,0.054300209,,,8,168,
Gre.Ora,female,a7686,HA_T3,Treatment,0.69,3.626,0.05247996,,,8,168,
_.Bro,male,a7719,HA_T3,Treatment,0.366,3.053,0.039266978,,,8,168,
Red.Red,female,a8063,HA_T3,Treatment,0.649,3.634,0.049144492,,,8,168,
_.Whi,male,a8070,HA_T3,Treatment,0.443,3.371,0.038983984,,,8,168,
_.Bla,male,a6799,HA_T4,Treatment,0.429,3.611,0.032900486,,,8,168,
Gre.Gre,male,a6869,HA_T4,Treatment,0.442,3.478,0.036539543,,,8,168,
Blu.Bla,male,a6891,HA_T4,Treatment,0.464,3.512,0.037619149,,,8,168,
Ora.Blu,female,a6961,HA_T4,Treatment,0.559,3.466,0.046532318,,,8,168,
Gre.Bro,male,a7018,HA_T4,Treatment,0.502,3.369,0.044228448,,,8,168,
Ora.Gre,female,a7061,HA_T4,Treatment,0.738,3.782,0.051595677,,,8,168,
Bla.Pin,male,a7138,HA_T4,Treatment,0.479,3.763,0.03382728,,,8,168,
Whi.Pur,male,a7180,HA_T4,Treatment,0.387,3.112,0.03996058,,,8,168,
Yel.Blu,female,a7214,HA_T4,Treatment,0.615,3.612,0.04713892,,,8,168,
Whi.Bla,female,a7260,HA_T4,Treatment,0.47,3.581,0.036651286,,,8,168,
Gre.Pur,male,a7297,HA_T4,Treatment,0.445,3.516,0.035996666,,,8,168,
Red.Yel,male,a7321,HA_T4,Treatment,0.406,2.94,0.046971169,,,8,168,
Bro.Whi,female,a7358,HA_T4,Treatment,0.501,3.148,0.050555485,,,8,168,
Ora.Whi,female,a7409,HA_T4,Treatment,0.801,3.765,0.05650704,,,8,168,
Bro.Ora,female,a7439,HA_T4,Treatment,0.531,3.443,0.044794065,,,8,168,
Ora.Bla,male,a7494,HA_T4,Treatment,0.38,3.217,0.036718208,,,8,168,
Pin._,male,a7548,HA_T4,Treatment,0.381,3.231,0.036496487,,,8,168,
Red.Gre,female,a7562,HA_T4,Treatment,0.507,3.405,0.043729421,,,8,168,
Bla.Gre,female,a7608,HA_T4,Treatment,0.629,3.733,0.045137205,,,8,168,
Whi.Ora,male,a7646,HA_T4,Treatment,0.499,3.57,0.039152916,,,8,168,
Gre.Yel,male,a7682,HA_T4,Treatment,0.386,3.126,0.039501115,,,8,168,
Bro.Yel,male,a7728,HA_T4,Treatment,0.458,3.483,0.037753614,,,8,168,
_.Red,male,a8057,HA_T4,Treatment,0.4,3.442,0.033762785,,,8,168,
Red.Pur,female,a8062,HA_T4,Treatment,0.649,3.854,0.043693947,,,8,168,
Yel.Whi,male,a6823,HA_T5,Treatment,0.391,3.203,0.0381121,,,8,168,
_.Gre,male,a6864,HA_T5,Treatment,0.467,3.469,0.03880684,,,8,168,
Red.Red,male,a6892,HA_T5,Treatment,0.491,3.336,0.044119381,,,8,168,
Pur.Bro,female,a6937,HA_T5,Treatment,0.641,3.597,0.049542413,,,8,168,
Red.Yel,male,a6987,HA_T5,Treatment,0.464,3.422,0.039623969,,,8,168,
Gre.Ora,female,a7010,HA_T5,Treatment,0.675,3.428,0.05744102,,,8,168,
Bro._,female,a7050,HA_T5,Treatment,0.563,3.448,0.047355877,,,8,168,
Red.Blu,male,a7092,HA_T5,Treatment,0.444,3.434,0.037651509,,,8,168,
Whi.Bla,male,a7187,HA_T5,Treatment,0.329,3.199,0.032148996,,,8,168,
_.Red,female,a7219,HA_T5,Treatment,0.523,3.342,0.046826187,,,8,168,
Whi.Bro,male,a7266,HA_T5,Treatment,0.364,3.314,0.033143348,,,8,168,
Pin.Yel,female,a7282,HA_T5,Treatment,0.642,3.553,0.050856283,,,8,168,
Whi.Yel,male,a7332,HA_T5,Treatment,0.385,3.272,0.035961197,,,8,168,
Ora.Ora,female,a7379,HA_T5,Treatment,0.579,3.211,0.056156231,,,8,168,
Yel.Yel,female,a7419,HA_T5,Treatment,0.762,3.904,0.049996011,,,8,168,
_._,female,a7441,HA_T5,Treatment,0.651,3.468,0.054128104,,,8,168,
_.Ora,male,a7487,HA_T5,Treatment,0.37,3.369,0.032598657,,,8,168,
Pin.Bla,female,a7551,HA_T5,Treatment,0.63,3.542,0.050216153,,,8,168,
Red.Ora,female,a7567,HA_T5,Treatment,0.438,3.3,0.040220386,,,8,168,
Bla.Bro,female,a7605,HA_T5,Treatment,0.588,3.388,0.051226009,,,8,168,
Red.Bla,female,a7663,HA_T5,Treatment,0.505,3.506,0.041083511,,,8,168,
Gre.Bro,male,a7683,HA_T5,Treatment,0.474,3.536,0.037910004,,,8,168,
Bro.Ora,female,a7727,HA_T5,Treatment,0.513,3.461,0.042826656,,,8,168,
Pin.Pur,male,a8044,HA_T5,Treatment,0.405,3.437,0.034284353,,,8,168,
_._,female,a7658,HA_C2,Control,0.584,3.577,0.045643083,,,10,182,
_._,female,a7381,HA_C5,Control,0.41,2.97,0.046480518,,,10,182,
_.Bla,male,a7600,HA_C2,Control,0.434,3.461,0.036231518,,,10,182,
_.Blu,female,a7440,HA_C5,Control,0.605,3.568,0.047523201,,,10,182,
_.Gre,female,a7020,HA_C4,Control,0.421,3.408,0.036247906,,,10,182,
_.Ora,female,a7059,HA_C4,Control,0.458,3.276,0.042675409,,,10,182,
_.Pin,female,a7549,HA_C2,Control,0.547,3.447,0.046036761,,,10,182,
_.Pin,female,a7279,HA_C3,Control,0.714,3.552,0.056591642,,,10,182,
_.Pin,male,a6839,HA_C4,Control,0.313,3.249,0.02965138,,,10,182,
_.Pur,male,a7539,HA_C4,Control,0.409,3.233,0.039130185,,,10,182,
_.Pur,male,a7731,HA_C5,Control,0.367,3.072,0.038888719,,,10,182,
_.Red,male,a7496,HA_C5,Control,0.425,3.262,0.039941192,,,10,182,
_.Red,male,a7039,HA_C5,Control,0.39,3.299,0.035834387,,,10,182,
_.Whi,male,a7250,HA_C2,Control,0.391,3.447,0.032907447,,,10,182,
_.Yel,male,a6807,HA_C4,Control,0.356,3.303,0.032631185,,,10,182,
Bla._,female,a6798,HA_C2,Control,0.513,3.409,0.044143154,,,10,182,
Bla._,female,a6800,HA_C5,Control,0.448,3.256,0.042258028,,,10,182,
Bla.Bla,female,a6929,HA_C3,Control,0.589,3.576,0.046059612,,,10,182,
Bla.Bla,female,a7601,HA_C4,Control,0.548,3.411,0.047099589,,,10,182,
Bla.Blu,female,a7660,HA_C3,Control,0.545,3.703,0.039745602,,,10,182,
Bla.Blu,female,a7607,HA_C5,Control,0.477,3.276,0.044445786,,,10,182,
Bla.Pin,male,a8043,HA_C3,Control,0.366,3.3,0.033608815,,,10,182,
Bla.Red,female,a6923,HA_C1,Control,0.702,3.765,0.049523023,,,10,182,
Bla.Red,male,a7144,HA_C3,Control,0.372,3.347,0.033207143,,,10,182,
Blu.Bla,female,a7201,HA_C4,Control,0.509,3.49,0.041789476,,,10,182,
Blu.Blu,female,a7659,HA_C1,Control,0.444,3.301,0.040746651,,,10,182,
Blu.Blu,male,a7006,HA_C2,Control,0.372,3.097,0.038784708,,,10,182,
Blu.Gre,female,a6885,HA_C3,Control,0.603,3.293,0.055607561,,,10,182,
Blu.Ora,female,a7204,HA_C2,Control,0.69,3.694,0.050565617,,,10,182,
Blu.Pur,female,a6813,HA_C3,Control,0.557,3.24,0.053059747,,,10,182,
Blu.Red,female,a7200,HA_C5,Control,0.503,3.397,0.043588999,,,10,182,
Blu.Whi,male,a6884,HA_C4,Control,0.419,3.55,0.033247372,,,10,182,
Blu.Yel,male,a7002,HA_C1,Control,0.287,2.9,0.03412604,,,10,182,
Blu.Yel,female,a6881,HA_C2,Control,0.639,3.639,0.048254381,,,10,182,
Bro._,female,a7367,HA_C4,Control,0.491,3.317,0.044626266,,,10,182,
Bro.Bla,female,a7082,HA_C1,Control,0.604,3.476,0.04998934,,,10,182,
Bro.Bla,male,a7242,HA_C5,Control,0.38,3.243,0.036131808,,,10,182,
Bro.Bro,male,a7720,HA_C1,Control,0.356,2.921,0.041724091,,,10,182,
Bro.Bro,male,a7573,HA_C2,Control,0.464,3.423,0.03960082,,,10,182,
Bro.Ora,male,a7361,HA_C3,Control,0.395,3.451,0.033167075,,,10,182,
Bro.Pur,male,a7729,HA_C2,Control,0.35,3.38,0.030636182,,,10,182,
Bro.Whi,female,a7438,HA_C4,Control,0.542,3.61,0.041589613,,,10,182,
Bro.Whi,female,a7088,HA_C5,Control,0.406,3.31,0.037056982,,,10,182,
Gre._,male,a7017,HA_C3,Control,0.407,3.43,0.034594429,,,10,182,
Gre.Bla,male,a7687,HA_C5,Control,0.385,3.242,0.036629814,,,10,182,
Gre.Bro,female,a6834,HA_C1,Control,0.299,2.946,0.034451307,,,10,182,
Gre.Bro,male,a7124,HA_C5,Control,0.328,3.149,0.033077183,,,10,182,
Gre.Gre,female,a7698,HA_C1,Control,0.604,3.385,0.052713226,,,10,182,
Gre.Gre,male,a7688,HA_C2,Control,0.374,3.19,0.036752783,,,10,182,
Gre.Pin,female,a7679,HA_C3,Control,0.507,3.356,0.045015705,,,10,182,
Gre.Pin,male,a7013,HA_C5,Control,0.43,3.246,0.040810454,,,10,182,
Gre.Yel,male,a6859,HA_C1,Control,0.46,3.48,0.037983882,,,10,182,
Gre.Yel,female,a6971,HA_C4,Control,0.419,3.392,0.036416847,,,10,182,
Ora.Bla,male,a7403,HA_C1,Control,0.396,3.411,0.03403547,,,10,182,
Ora.Bro,male,a7152,HA_C1,Control,0.42,3.392,0.03650376,,,10,182,
Ora.Bro,male,a6967,HA_C2,Control,0.384,3.392,0.033374867,,,10,182,
Ora.Bro,male,a7407,HA_C3,Control,0.487,3.564,0.038340129,,,10,182,
Ora.Gre,male,a7492,HA_C4,Control,0.306,3.086,0.032131395,,,10,182,
Ora.Ora,female,a7486,HA_C2,Control,0.501,3.555,0.03964227,,,10,182,
Ora.Pin,female,a7498,HA_C1,Control,0.537,3.579,0.041922859,,,10,182,
Ora.Pin,male,a7408,HA_C2,Control,0.359,3.337,0.032239035,,,10,182,
Ora.Yel,male,a7153,HA_C2,Control,0.363,3.277,0.033802883,,,10,182,
Ora.Yel,female,a6966,HA_C5,Control,0.495,3.395,0.042946289,,,10,182,
Pin.Bla,female,a8045,HA_C4,Control,0.369,3.252,0.034891954,,,10,182,
Pin.Blu,female,a7552,HA_C3,Control,0.563,3.461,0.047000794,,,10,182,
Pin.Blu,male,a7696,HA_C4,Control,0.352,3.097,0.036699509,,,10,182,
Pin.Blu,male,a6843,HA_C5,Control,0.415,3.422,0.035439541,,,10,182,
Pin.Bro,female,a7284,HA_C2,Control,0.605,3.79,0.042118894,,,10,182,
Pin.Gre,female,a6845,HA_C3,Control,0.458,3.487,0.037667048,,,10,182,
Pin.Ora,male,a7555,HA_C1,Control,0.449,3.422,0.038343021,,,10,182,
Pin.Pur,female,a7285,HA_C5,Control,0.619,3.504,0.050415311,,,10,182,
Pin.Red,male,a7286,HA_C4,Control,0.363,3.322,0.032893294,,,10,182,
Pin.Whi,female,a7281,HA_C1,Control,0.683,3.631,0.051804586,,,10,182,
Pin.Yel,male,a6847,HA_C2,Control,0.377,3.332,0.03395716,,,10,182,
Pin.Yel,female,a7192,HA_C5,Control,0.546,3.386,0.047623218,,,10,182,
Pur._,male,a7056,HA_C2,Control,0.348,3.417,0.029805011,,,10,182,
Pur._,male,a7730,HA_C3,Control,0.38,3.17,0.037815084,,,10,182,
Pur._,female,a6930,HA_C4,Control,0.546,3.668,0.040582051,,,10,182,
Pur._,female,a7415,HA_C5,Control,0.436,3.166,0.043497537,,,10,182,
Pur.Blu,male,a7163,HA_C2,Control,0.371,3.43,0.03153448,,,10,182,
Pur.Blu,male,a7737,HA_C4,Control,0.316,3.132,0.03221392,,,10,182,
Pur.Pur,female,a7540,HA_C5,Control,0.447,3.351,0.039806928,,,10,182,
Pur.Red,female,a7578,HA_C4,Control,0.521,3.543,0.041504522,,,10,182,
Pur.Yel,male,a7272,HA_C1,Control,0.322,3.035,0.034957348,,,10,182,
Red._,female,a8064,HA_C2,Control,0.486,3.448,0.04087914,,,10,182,
Red._,male,a7611,HA_C3,Control,0.422,3.206,0.04105683,,,10,182,
Red.Blu,male,a7466,HA_C3,Control,0.302,2.903,0.035835451,,,10,182,
Red.Bro,male,a7474,HA_C2,Control,0.333,3.175,0.033033666,,,10,182,
Red.Bro,male,a7564,HA_C3,Control,0.304,3.057,0.032529898,,,10,182,
Red.Gre,male,a6990,HA_C3,Control,0.441,3.333,0.039697939,,,10,182,
Red.Gre,female,a7090,HA_C4,Control,0.555,3.449,0.046655902,,,10,182,
Red.Gre,female,a6895,HA_C5,Control,0.431,3.197,0.042168873,,,10,182,
Red.Ora,male,a7614,HA_C1,Control,0.386,3.269,0.036120809,,,10,182,
Red.Ora,male,a8061,HA_C5,Control,0.507,3.456,0.042448319,,,10,182,
Red.Pin,male,a6985,HA_C1,Control,0.369,3.228,0.035412722,,,10,182,
Red.Pin,male,a7096,HA_C2,Control,0.389,3.373,0.034191403,,,10,182,
Red.Pin,female,a7044,HA_C3,Control,0.548,3.54,0.043729452,,,10,182,
Red.Pur,female,a7093,HA_C3,Control,0.591,3.664,0.044022687,,,10,182,
Red.Red,female,a6899,HA_C1,Control,0.605,3.555,0.047871404,,,10,182,
Red.Red,female,a7497,HA_C3,Control,0.454,3.448,0.03818751,,,10,182,
Red.Whi,female,a7226,HA_C1,Control,0.742,3.79,0.05165656,,,10,182,
Red.Whi,female,a7322,HA_C3,Control,0.687,3.592,0.053245644,,,10,182,
Red.Whi,female,a7559,HA_C5,Control,0.416,3.267,0.038975802,,,10,182,
Red.Yel,male,a7563,HA_C1,Control,0.408,3.428,0.034719906,,,10,182,
Whi._,male,a7070,HA_C1,Control,0.464,3.346,0.041444424,,,10,182,
Whi.Blu,male,a7179,HA_C1,Control,0.409,3.159,0.040984917,,,10,182,
Whi.Gre,female,a7647,HA_C5,Control,0.427,3.35,0.038048563,,,10,182,
Whi.Ora,male,a7264,HA_C3,Control,0.378,3.252,0.035742977,,,10,182,
Whi.Ora,male,a7184,HA_C4,Control,0.32,3.032,0.034809003,,,10,182,
Whi.Pin,female,a7232,HA_C3,Control,0.605,3.24,0.057632221,,,10,182,
Whi.Pur,female,a7376,HA_C1,Control,0.52,3.49,0.042692589,,,10,182,
Whi.Pur,female,a7259,HA_C4,Control,0.341,3.052,0.036608785,,,10,182,
Whi.Whi,female,a7661,HA_C4,Control,0.358,3.225,0.034421008,,,10,182,
Whi.Yel,male,a7370,HA_C2,Control,0.365,3.364,0.0322538,,,10,182,
Yel._,male,a7475,HA_C1,Control,0.356,3.153,0.035809813,,,10,182,
Yel.Bla,male,a7336,HA_C2,Control,0.413,3.404,0.035642729,,,10,182,
Yel.Ora,male,a7335,HA_C5,Control,0.328,3.091,0.03433016,,,10,182,
Yel.Pin,male,a8066,HA_C4,Control,0.319,3.102,0.033151799,,,10,182,
Yel.Red,female,a8068,HA_C1,Control,0.441,3.375,0.038716049,,,10,182,
Yel.Yel,female,a7418,HA_C4,Control,0.477,3.408,0.04106948,,,10,182,
Bro.Whi,male,a7723,HA_T1,Treatment,0.378,3.162,0.037806639,,,10,182,
Ora._,male,a7155,HA_T1,Treatment,0.448,3.482,0.036950514,,,10,182,
Gre.Gre,female,a7292,HA_T1,Treatment,0.821,3.689,0.060328961,,,10,182,
Pin.Whi,female,a6846,HA_T1,Treatment,0.549,3.353,0.048832082,,,10,182,
Bro.Bro,female,a7662,HA_T1,Treatment,0.852,3.923,0.055360879,,,10,182,
Ora.Pur,male,a7062,HA_T1,Treatment,0.492,3.521,0.039685609,,,10,182,
Ora.Ora,male,a7412,HA_T1,Treatment,0.51,3.558,0.040286384,,,10,182,
_.Red,female,a7319,HA_T1,Treatment,0.661,3.346,0.05904044,,,10,182,
Blu.Yel,female,a7206,HA_T1,Treatment,0.458,3.276,0.042675409,,,10,182,
Bro.Yel,female,a7087,HA_T1,Treatment,0.55,3.52,0.044389205,,,10,182,
Whi.Bla,female,a7374,HA_T1,Treatment,0.71,3.394,0.061636032,,,10,182,
Pin.Pin,female,a7550,HA_T1,Treatment,0.739,3.462,0.061658125,,,10,182,
Red.Pur,male,a7560,HA_T1,Treatment,0.375,3.075,0.039658933,,,10,182,
Bla.Pur,female,a6925,HA_T1,Treatment,0.627,3.834,0.04265435,,,10,182,
Ora.Pin,female,a7488,HA_T1,Treatment,0.524,3.607,0.04027532,,,10,182,
Bla._,male,a7599,HA_T1,Treatment,0.426,3.465,0.035481594,,,10,182,
_.Pur,female,a6825,HA_T1,Treatment,0.722,3.7,0.052739226,,,10,182,
_.Whi,male,a7269,HA_T1,Treatment,0.366,3.301,0.033588456,,,10,182,
Blu.Whi,male,a6998,HA_T1,Treatment,0.497,3.526,0.039975304,,,10,182,
Red.Pin,female,a6894,HA_T1,Treatment,0.854,3.761,0.060374174,,,10,182,
Pin.Bro,female,a7697,HA_T1,Treatment,0.999,3.881,0.066325144,,,10,182,
Pin.Bro,male,a7191,HA_T1,Treatment,0.447,3.331,0.040286381,,,10,182,
Red.Red,male,a7468,HA_T1,Treatment,0.438,3.318,0.039785182,,,10,182,
Red.Whi,male,a6991,HA_T1,Treatment,0.463,3.494,0.037925838,,,10,182,
Yel.Gre,female,a8067,HA_T2,Treatment,0.803,3.739,0.057438702,,,10,182,
Pur._,male,a7167,HA_T2,Treatment,0.413,3.486,0.033985627,,,10,182,
Red.Ora,female,a7089,HA_T2,Treatment,0.734,3.94,0.047282847,,,10,182,
Pur.Pur,female,a6932,HA_T2,Treatment,0.894,4.108,0.052975693,,,10,182,
Gre.Blu,female,a7684,HA_T2,Treatment,0.775,3.705,0.056457973,,,10,182,
Red._,female,a7495,HA_T2,Treatment,0.434,3.24,0.041342783,,,10,182,
Blu.Bla,male,a7461,HA_T2,Treatment,0.438,3.371,0.038543984,,,10,182,
Red.Pur,female,a7222,HA_T2,Treatment,0.712,3.755,0.050496364,,,10,182,
Bla.Pin,female,a7604,HA_T2,Treatment,0.659,3.612,0.050511461,,,10,182,
Blu.Ora,female,a6883,HA_T2,Treatment,0.66,3.686,0.048577289,,,10,182,
Red.Red,male,a7570,HA_T2,Treatment,0.558,3.659,0.041678241,,,10,182,
Bro.Gre,male,a7724,HA_T2,Treatment,0.447,3.399,0.038690576,,,10,182,
Bro.Blu,male,a7251,HA_T2,Treatment,0.435,3.448,0.036589354,,,10,182,
Ora.Pur,female,a8071,HA_T2,Treatment,0.758,3.7,0.055368882,,,10,182,
Whi.Bro,female,a7649,HA_T2,Treatment,0.628,3.75,0.044657778,,,10,182,
Whi.Pin,male,a7375,HA_T2,Treatment,0.421,3.266,0.039468419,,,10,182,
Pin._,male,a7054,HA_T2,Treatment,0.458,3.545,0.036444584,,,10,182,
Pin.Pin,female,a6840,HA_T2,Treatment,0.741,3.813,0.050966475,,,10,182,
Bla.Bro,male,a7142,HA_T2,Treatment,0.481,3.842,0.032585948,,,10,182,
Gre.Bla,male,a7015,HA_T2,Treatment,0.379,3.149,0.038220282,,,10,182,
Pin.Blu,female,a7288,HA_T2,Treatment,0.748,3.677,0.055324098,,,10,182,
Whi._,female,a8050,HA_T2,Treatment,0.673,3.917,0.043863969,,,10,182,
Ora.Yel,male,a7411,HA_T2,Treatment,0.455,3.786,0.031743161,,,10,182,
Gre.Whi,male,a6833,HA_T2,Treatment,0.461,3.491,0.037826941,,,10,182,
Red.Bla,female,a7091,HA_T3,Treatment,0.605,3.63,0.045913682,,,10,182,
_.Blu,female,a7459,HA_T3,Treatment,0.634,3.309,0.057902288,,,10,182,
Yel.Pin,male,a6996,HA_T3,Treatment,0.509,3.452,0.042714587,,,10,182,
Blu.Pin,male,a6882,HA_T3,Treatment,0.492,3.373,0.043244653,,,10,182,
Ora.Yel,female,a7484,HA_T3,Treatment,0.57,3.4,0.049307958,,,10,182,
Yel.Whi,female,a7210,HA_T3,Treatment,0.7,3.58,0.054617521,,,10,182,
Pur.Gre,female,a7160,HA_T3,Treatment,0.654,3.788,0.045578267,,,10,182,
Gre.Ora,female,a7686,HA_T3,Treatment,0.691,3.625,0.052585018,,,10,182,
_.Ora,male,a7414,HA_T3,Treatment,0.413,3.438,0.034941239,,,10,182,
Bla.Red,male,a7610,HA_T3,Treatment,0.255,2.821,0.032043062,,,10,182,
_.Whi,male,a8070,HA_T3,Treatment,0.448,3.493,0.036718154,,,10,182,
Bla.Whi,male,a7139,HA_T3,Treatment,0.409,3.351,0.036422894,,,10,182,
Red.Pin,male,a7566,HA_T3,Treatment,0.363,3.306,0.033212451,,,10,182,
Gre.Bro,female,a7296,HA_T3,Treatment,0.59,3.399,0.051068098,,,10,182,
Red.Pur,male,a7325,HA_T3,Treatment,0.377,3.202,0.036770429,,,10,182,
Bla.Blu,male,a6808,HA_T3,Treatment,0.412,3.311,0.037581911,,,10,182,
_.Bro,male,a7719,HA_T3,Treatment,0.392,3.065,0.041727764,,,10,182,
Bla.Pin,female,a7253,HA_T3,Treatment,0.524,3.425,0.044669402,,,10,182,
Ora.Pin,female,a7556,HA_T3,Treatment,0.716,3.622,0.054577813,,,10,182,
Whi.Whi,female,a7640,HA_T3,Treatment,0.724,3.687,0.053258912,,,10,182,
Gre.Gre,female,a7019,HA_T3,Treatment,0.695,3.383,0.060726858,,,10,182,
Red.Bro,male,a7045,HA_T3,Treatment,0.443,3.466,0.036876238,,,10,182,
Red.Red,female,a8063,HA_T3,Treatment,0.661,3.61,0.050720912,,,10,182,
Pin.Pur,male,a6842,HA_T3,Treatment,0.45,3.363,0.039788611,,,10,182,
Whi.Ora,male,a7646,HA_T4,Treatment,0.524,3.51,0.042532122,,,10,182,
Pin._,male,a7548,HA_T4,Treatment,0.397,3.186,0.039111004,,,10,182,
Yel.Blu,female,a7214,HA_T4,Treatment,0.623,3.556,0.049267956,,,10,182,
Bro.Yel,male,a7728,HA_T4,Treatment,0.461,3.431,0.039161515,,,10,182,
Red.Yel,male,a7321,HA_T4,Treatment,0.43,3.156,0.043171234,,,10,182,
Ora.Blu,female,a6961,HA_T4,Treatment,0.544,3.466,0.045283687,,,10,182,
Ora.Whi,female,a7409,HA_T4,Treatment,0.84,3.786,0.05860276,,,10,182,
Ora.Gre,female,a7061,HA_T4,Treatment,0.705,3.979,0.044528825,,,10,182,
Ora.Bla,male,a7494,HA_T4,Treatment,0.393,3.192,0.038571523,,,10,182,
_.Bla,male,a6799,HA_T4,Treatment,0.451,3.535,0.036090899,,,10,182,
_.Red,male,a8057,HA_T4,Treatment,0.409,3.319,0.03712862,,,10,182,
Red.Pur,female,a8062,HA_T4,Treatment,0.692,3.831,0.04715001,,,10,182,
Gre.Gre,male,a6869,HA_T4,Treatment,0.447,3.396,0.038758964,,,10,182,
Gre.Bro,male,a7018,HA_T4,Treatment,0.516,3.455,0.043226851,,,10,182,
Whi.Bro,male,a7266,HA_T4,Treatment,0.391,3.272,0.036521631,,,10,182,
Bro.Whi,female,a7358,HA_T4,Treatment,0.541,3.14,0.05487038,,,10,182,
Red.Gre,female,a7562,HA_T4,Treatment,0.527,3.5,0.043020408,,,10,182,
Bla.Pin,male,a7138,HA_T4,Treatment,0.497,3.308,0.045417726,,,10,182,
Gre.Yel,male,a7682,HA_T4,Treatment,0.39,3.087,0.040925251,,,10,182,
Whi.Pur,male,a7180,HA_T4,Treatment,0.401,3.319,0.036402387,,,10,182,
Blu.Bla,male,a6891,HA_T4,Treatment,0.479,3.353,0.042605769,,,10,182,
Gre.Pur,male,a7297,HA_T4,Treatment,0.477,3.614,0.036520951,,,10,182,
Bro.Ora,female,a7439,HA_T4,Treatment,0.586,3.263,0.055038104,,,10,182,
Bla.Gre,female,a7608,HA_T4,Treatment,0.662,3.772,0.046528025,,,10,182,
Gre.Ora,female,a7010,HA_T5,Treatment,0.646,3.567,0.050772237,,,10,182,
Pin.Yel,female,a7282,HA_T5,Treatment,0.676,3.721,0.048823325,,,10,182,
Bro.Ora,female,a7727,HA_T5,Treatment,0.571,3.396,0.049510891,,,10,182,
Yel.Yel,female,a7419,HA_T5,Treatment,0.873,3.914,0.056986581,,,10,182,
Red.Red,male,a6892,HA_T5,Treatment,0.504,3.432,0.042789378,,,10,182,
Ora.Ora,female,a7379,HA_T5,Treatment,0.615,3.391,0.053483465,,,10,182,
Pur.Bro,female,a6937,HA_T5,Treatment,0.682,3.553,0.054024899,,,10,182,
Red.Blu,male,a7092,HA_T5,Treatment,0.47,3.361,0.041606466,,,10,182,
